Id,College Name,Course,DEFOBCS,DEFOPENS,DEFRNT1S,DEFRNT2S,DEFRNT3S,DEFROBCS,DEFRSCS,DEFRVJS,DEFSCS,EWS,GNT1H,GNT1O,GNT1S,GNT2H,GNT2O,GNT2S,GNT3H,GNT3O,GNT3S,GOBCH,GOBCO,GOBCS,GOPENH,GOPENO,GOPENS,GSCH,GSCO,GSCS,GSTH,GSTO,GSTS,GVJH,GVJO,GVJS,LNT1H,LNT1O,LNT1S,LNT2H,LNT2O,LNT2S,LNT3H,LNT3O,LNT3S,LOBCH,LOBCO,LOBCS,LOPENH,LOPENO,LOPENS,LSCH,LSCO,LSCS,LSTH,LSTO,LSTS,LVJH,LVJO,LVJS,MI,ORPHAN,PWDOBCH,PWDOBCS,PWDOPENH,PWDOPENS,PWDRNT1S,PWDRNT2H,PWDROBC,PWDRSCH,PWDRSCS,PWDRVJS,TFWS,DEFOBCS_Percentile,DEFOPENS_Percentile,DEFRNT1S_Percentile,DEFRNT2S_Percentile,DEFRNT3S_Percentile,DEFROBCS_Percentile,DEFRSCS_Percentile,DEFRVJS_Percentile,DEFSCS_Percentile,EWS_Percentile,GNT1H_Percentile,GNT1O_Percentile,GNT1S_Percentile,GNT2H_Percentile,GNT2O_Percentile,GNT2S_Percentile,GNT3H_Percentile,GNT3O_Percentile,GNT3S_Percentile,GOBCH_Percentile,GOBCO_Percentile,GOBCS_Percentile,GOPENH_Percentile,GOPENO_Percentile,GOPENS_Percentile,GSCH_Percentile,GSCO_Percentile,GSCS_Percentile,GSTH_Percentile,GSTO_Percentile,GSTS_Percentile,GVJH_Percentile,GVJO_Percentile,GVJS_Percentile,LNT1H_Percentile,LNT1O_Percentile,LNT1S_Percentile,LNT2H_Percentile,LNT2O_Percentile,LNT2S_Percentile,LNT3H_Percentile,LNT3O_Percentile,LNT3S_Percentile,LOBCH_Percentile,LOBCO_Percentile,LOBCS_Percentile,LOPENH_Percentile,LOPENO_Percentile,LOPENS_Percentile,LSCH_Percentile,LSCO_Percentile,LSCS_Percentile,LSTH_Percentile,LSTO_Percentile,LSTS_Percentile,LVJH_Percentile,LVJO_Percentile,LVJS_Percentile,MI_Percentile,ORPHAN_Percentile,PWDOBCH_Percentile,PWDOBCS_Percentile,PWDOPENH_Percentile,PWDOPENS_Percentile,PWDRNT1S_Percentile,PWDRNT2H_Percentile,PWDROBC_Percentile,PWDRSCH_Percentile,PWDRSCS_Percentile,PWDRVJS_Percentile,TFWS_Percentile
101229310,"Government College of Engineering,Yavatmal",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,26927,,,23137,,,35755,,,82496,,,,,,,,,,,,,,,24558,,,24386,,,35680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2970469,,,83.9790664,,,74.4860848,,,13.5830691,,,,,,,,,,,,,,,82.9343565,,,83.1326323,,,74.4860848,,,,,,,,,,,,,,,,,,,,
101229310,"Government College of Engineering,Yavatmal",Electrical Engineering,,,,,,,,,,49493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19713,,,,,,,,,,61.5583855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4072652
101237210,"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,,,,,,,,,,,46913,,,41819,,,61455,,,43178,,,41097,,,76524,,,,,,53313,,,77876,,,42583,,,,,,39586,,,39563,,,42611,,,,,,55758,,,,,,,,,,,,,,,,,,,,,,,,,,64.3014156,,,69.4150658,,,47.7445862,,,68.0931881,,,69.8320787,,,25.0443150,,,,,,57.8190533,,,22.4513080,,,68.3061721,,,,,,71.1089781,,,71.1089781,,,68.3061721,,,,,,54.6298641,,,,,,,,,,,,,,,
101237210,"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,24960,,,23635,,,26572,,,,,,,,,,,,,,,,,,24416,,,21848,,,47349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.7013610,,,83.6524911,,,81.5733941,,,,,,,,,,,,,,,,,,83.1326323,,,84.9111686,,,63.9964143,,,,,,,,,,,,,,,,,,,,
101237210,"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,,,,,,,,,,33465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21676,,,,,,,,,,76.1278833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9889985
101261210,"Government College of Engineering,Yavatmal",Mechanical Engineering,,,,,,,,,,,54470,,,46949,,,81668,,,41751,,,36429,,,54876,,,87809,,,41485,,,,,,,,,,,,66604,,,46653,,,53814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2912160,,,64.3014156,,,15.7002233,,,69.4482927,,,73.9094170,,,55.8259837,,,2.1758618,,,69.6154495,,,,,,,,,,,,40.4705684,,,64.6842939,,,57.0105054,,,,,,,,,,,,,,,,,,,,,
101261210,"Government College of Engineering,Yavatmal",Mechanical Engineering,,,,,,,,,,,,,,,37341,,,,,,27644,,,25708,,,28802,,,,,,39437,,,,,,,,,,,,54411,,,38401,,,49252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2585596,,,,,,80.6651427,,,82.1595006,,,79.8143082,,,,,,71.3623956,,,,,,,,,,,,56.2912160,,,72.0610558,,,61.8218588,,,,,,,,,,,,,,,,,,,,
101261210,"Government College of Engineering,Yavatmal",Mechanical Engineering,,,,,,,,,,43235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23560,,,,,,,,,,68.0931881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7275002
110124210,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,,,,,,,,,,,20016,,,21265,,,,,,14698,,,13940,,,22333,,,25294,,,27973,,,,,,,,,,,,13835,,,11231,,,27454,,,75219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1717268,,,85.3020240,,,,,,89.8656167,,,90.4090372,,,84.5810241,,,82.3921928,,,80.4609135,,,,,,,,,,,,90.4334828,,,92.2365831,,,80.8989712,,,27.8700190,,,,,,,,,,,,,,,,,,
110124210,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,12749,,,11604,,,22164,,,47798,,,32001,,,,,,,,,,,,17609,,,16534,,,27713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1789509,,,91.9284430,,,84.7039355,,,63.4007679,,,77.4512699,,,,,,,,,,,,87.8494010,,,88.6194030,,,80.6261075,,,,,,,,,,,,,,,,,,,,
110124210,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,,24626,,,,,,,,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5249,,82.8976219,,,,,,,,89.3487110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2542865
110124610,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,,,,,,,,,,,,,,,,,43794,,,20468,,,18948,,,25619,,,83006,,,35196,,,,,,36082,,,,,,20340,,,20287,,,27606,,,87344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.4741077,,,85.8338314,,,86.9463675,,,82.2266435,,,12.4945045,,,74.9208251,,,,,,74.2368022,,,,,,86.0053069,,,86.0198563,,,80.6651427,,,3.3648170,,,,,,,,,,,,,,,,,,
110124610,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,,,,,,,,,,,,,,,,,,,,,15832,,,15668,,,29249,,,44037,,,,,,51917,,,,,,,,,20691,,,18331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1057987,,,89.2266319,,,79.5924395,,,66.9447726,,,,,,59.3186035,,,,,,,,,85.6952206,,,87.3840445,,,,,,,,,,,,,,,,,,,,,,,
110124610,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,,51721,,,,,,,,21309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9952,,59.3821221,,,,,,,,85.2866350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0699755
110135610,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],,,,,,,,,,,,,,45320,,,,,,46818,,,39473,,,67971,,,,,,,,,,,,,,,,,,40330,,,35272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0447761,,,,,,64.5610545,,,71.3623956,,,38.7314902,,,,,,,,,,,,,,,,,,70.5545884,,,74.8471113,,,,,,,,,,,,,,,,,,,,,,,,
110135610,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],,,,,,,,,,,,43873,,,,,,,,,32950,,,32154,,,40108,,,,,,,,,,,,,,,,,,,,,78230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9949148,,,,,,,,,76.7337625,,,77.3719165,,,70.5891940,,,,,,,,,,,,,,,,,,,,,22.0441896,,,,,,,,,,,,,,,,,,,,,,,
110135610,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1185753,,,,,,,,,,,,,,,,,,,,,,,,,,
110135610,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],,,,,,,,,,49660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26736,,,,,,,,,,61.5008019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5030386
110137210,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,,,,,,,,,,,,,,37272,,,88289,,,37521,,,32997,,,50169,,,,,,61342,,,57209,,,87658,,,,,,32639,,,23772,,,58136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3069659,,,0.9408248,,,72.8973307,,,76.7273800,,,61.2533921,,,,,,47.7783049,,,53.0299262,,,2.6335781,,,,,,76.9393095,,,83.4542081,,,52.0621638,,,,,,,,,,,,,,,,,,,,,
110137210,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,,,,,,,,,,,,67674,,,28309,,,,,,29341,,,27945,,,42560,,,,,,,,,,,,,,,,,,23079,,,22116,,,40242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4861193,,,80.1984396,,,,,,79.4852887,,,80.4609135,,,68.3061721,,,,,,,,,,,,,,,,,,83.9852778,,,84.7041731,,,70.5748291,,,,,,,,,,,,,,,,,,,,
110137210,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,,70156,,,,,,,,48598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20737,,35.7021710,,,,,,,,62.7455857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.6811978
110161210,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,,,,,,,,,,,54436,,,65335,,,,,,52924,,,45534,,,58316,,,72038,,,,,,,,,,,,,,,,,,46920,,,73781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2912160,,,42.8448090,,,,,,58.0434256,,,65.8820508,,,51.6583815,,,32.6882976,,,,,,,,,,,,,,,,,,64.3014156,,,29.8732747,,,,,,,,,,,,,,,,,,,,,
110161210,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,,,,,,,,,,,,,,,42073,,,,,,34195,,,31845,,,40222,,,,,,,,,,,,,,,,,,,,,78391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8692973,,,,,,75.6059227,,,77.5754000,,,70.5748291,,,,,,,,,,,,,,,,,,,,,21.9131615,,,,,,,,,,,,,,,,,,,,,,,
110161210,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77646,,,,,,,,,,,,,,,43150,,,,,,77969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0897740,,,,,,,,,,,,,,,68.1607041,,,,,,22.3397367,,,,,,,,,,,,,,,,,,,,
110161210,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,,,,,,,,,,84731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25924,,,,,,,,,,9.2869982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0850809
110519110,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,,,,,,,,,,,51723,,,60786,,,74475,,,55754,,,49958,,,72699,,,67507,,,70452,,,63643,,,62104,,,,,,,,,49178,,,58935,,,,,,78603,,,,,,,,,,,,,,,,,,,,,,,,,,59.3821221,,,48.7595983,,,28.4430122,,,54.6298641,,,61.3998819,,,31.4049587,,,39.6696972,,,35.0078753,,,44.8086964,,,46.4580874,,,,,,,,,61.8218588,,,50.9892798,,,,,,21.4906113,,,,,,,,,,,,,,,
110519110,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,,,,,,,,,,,,,,,81000,,,,,,82088,,,69538,,,72720,,,,,,,,,,,,,,,,,,,,,67473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8662506,,,,,,14.6116861,,,36.7976787,,,31.4049587,,,,,,,,,,,,,,,,,,,,,39.6696972,,,,,,,,,,,,,,,,,,,,,,,
110519110,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,,,,,,,,,,,,54800,,,,,,,,,,,,,,,76771,,,,,,72016,,,,,,,,,,,,56556,,,,,,78321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8259837,,,,,,,,,,,,,,,24.9745590,,,,,,32.6882976,,,,,,,,,,,,53.6290323,,,,,,21.9131615,,,,,,,,,,,,,,,,,,,,
110519110,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,,67209,,,,,,,,66451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36190,,40.1592803,,,,,,,,40.6975797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1611976
110519120,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,,,,,,,,,,,71559,,,,,,,,,67458,,,64308,,,80784,,,,,,,,,,,,,,,,,,,,,77260,,,86181,,,,,,84616,,,,,,,,,,,,,,,,,,,,,,,,,,33.3333333,,,,,,,,,39.6696972,,,43.7535653,,,16.9155059,,,,,,,,,,,,,,,,,,,,,23.6497475,,,6.0320035,,,,,,9.3962008,,,,,,,,,,,,,,,
110519120,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,82595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4837178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110519120,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,,,,,,,,,,,,,,,67190,,,,,,70434,,,62417,,,82076,,,,,,85959,,,,,,,,,,,,,,,80310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1592803,,,,,,35.0078753,,,46.3873813,,,14.6116861,,,,,,6.6310785,,,,,,,,,,,,,,,18.1973808,,,,,,,,,,,,,,,,,,,,,,,
110519120,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,,,,,,,,,,81065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41443,,,,,,,,,,16.7793986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7264390
110524210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,,,,,,,,,,,,,,48002,,,61360,,,25481,,,23988,,,35652,,,59586,,,37396,,,46643,,,58649,,,,,,24422,,,22689,,,27591,,,73502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4002446,,,47.7783049,,,82.2834325,,,83.3518788,,,74.4935023,,,50.1538732,,,73.1435735,,,64.6842939,,,51.1953015,,,,,,83.1326323,,,84.3283582,,,80.6651427,,,30.2190104,,,,,,,,,,,,,,,,,,
110524210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1998499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110524210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,33623,,,30938,,,42380,,,62029,,,52027,,,,,,,,,,,,26767,,,26455,,,47484,,,56935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1089560,,,78.2390679,,,68.4657413,,,46.7882164,,,59.1576541,,,,,,,,,,,,81.3066034,,,81.6410862,,,63.7042062,,,53.3681417,,,,,,,,,,,,,,,,,
110524210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,,77258,,,,,,,,30789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12747,,23.6497475,,,,,,,,78.3206831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1789509
110524220,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,,,,,,,,,,,45558,,,,,,,,,30215,,,28620,,,37957,,,,,,43094,,,,,,63678,,,,,,28427,,,28017,,,39136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.8820508,,,,,,,,,78.8658653,,,79.8733843,,,72.5776220,,,,,,68.1607041,,,,,,44.8086964,,,,,,80.1315568,,,80.4533047,,,71.6468304,,,,,,,,,,,,,,,,,,,,,
110524220,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,,,,,,,,,,,,,,,60620,,,,,,35732,,,33921,,,53552,,,,,,,,,,,,,,,,,,37459,,,31273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3169168,,,,,,74.4860848,,,75.9746013,,,57.1344296,,,,,,,,,,,,,,,,,,73.1435735,,,78.0382017,,,,,,,,,,,,,,,,,,,,,,,
110524220,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8259837,,,,,,,,,,,,,,
110524220,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,,,,,,,,,,36015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14124,,,,,,,,,,74.3378698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2160314
110524610,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,,,,,,,,,,,48194,,,51215,,,57016,,,42800,,,38431,,,51409,,,,,,40462,,,,,,40393,,,,,,34846,,,35375,,,46201,,,,,,68345,,,,,,,,,,,,,,,,,,,,,,,,,,63.1562302,,,59.6157997,,,53.1697881,,,68.2411805,,,72.0610558,,,59.4867635,,,,,,70.4657357,,,,,,70.4657357,,,,,,75.1527993,,,74.8087576,,,65.0496408,,,,,,38.2669197,,,,,,,,,,,,,,,
110524610,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,,,,,,,,,,,,81581,,,66675,,,,,,45459,,,43551,,,65943,,,71738,,,,,,,,,,,,,,,47839,,,40245,,,51769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7020873,,,40.2884024,,,,,,65.8820508,,,68.0039706,,,41.7486972,,,33.2795222,,,,,,,,,,,,,,,63.4007679,,,70.5748291,,,59.3821221,,,,,,,,,,,,,,,,,,,,
110524610,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,,,,,,,,,,60824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22563,,,,,,,,,,48.7595983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4179961
110537210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,,,,,,,,,,,81464,,,81324,,,,,,78997,,,67587,,,86326,,,,,,,,,83942,,,,,,,,,74711,,,64039,,,86912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7215545,,,15.7493794,,,,,,20.2276213,,,39.4861193,,,5.6801196,,,,,,,,,10.9819734,,,,,,,,,28.1826454,,,43.8423230,,,4.5106832,,,,,,,,,,,,,,,,,,,,,
110537210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,82612,,,79770,,,,,,,,,,,,,,,,,,,,,,,,87938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4837178,,,19.3044653,,,,,,,,,,,,,,,,,,,,,,,,1.8071790,,,,,,,,,,,,,,,,,,,,,,,
110537210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,,,,,,,,,,,,82143,,,,,,,,,83543,,,,,,,,,,,,,,,,,,,,,,,,69177,,,57049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5049629,,,,,,,,,11.8793003,,,,,,,,,,,,,,,,,,,,,,,,36.8261928,,,53.1697881,,,,,,,,,,,,,,,,,,,,,,,
110537210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,,,,,,,,,,65922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39717,,,,,,,,,,41.8722328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0863378
110561210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,,,,,,,,,,,77126,,,77236,,,,,,71204,,,65501,,,85900,,,67549,,,,,,,,,,,,,,,,,,74077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0395251,,,23.6497475,,,,,,34.0528096,,,42.6018901,,,6.7043346,,,39.6696972,,,,,,,,,,,,,,,,,,29.4872892,,,,,,,,,,,,,,,,,,,,,,,,
110561210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,84827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8630614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110561210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,83455,,,74520,,,81220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0256367,,,28.4430122,,,16.1126187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110561210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,72953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3095917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110561210,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3912791
110561220,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,30854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2629752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110561220,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,80606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4008617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110719110,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",Civil Engineering,,,,,,,,,,,74887,,,77089,,,,,,80186,,,66726,,,87771,,,84186,,,81761,,,,,,,,,,,,70920,,,55101,,,76030,,,87906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1674686,,,24.0395251,,,,,,18.3983482,,,40.2884024,,,2.2159868,,,10.4194144,,,15.0472534,,,,,,,,,,,,34.4633689,,,55.6246373,,,26.0739011,,,1.9601301,,,,,,,,,,,,,,,,,,
110719110,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,86827,,,,,,,,,,,,,,,,,,,,,,,,74492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5799038,,,,,,,,,,,,,,,,,,,,,,,,28.4430122,,,,,,,,,,,,,,,,,,,,,,,
